Start Time,Ambient Temperture,Ambient Pressure,NOy,NO,NO2,O3,SO2,CO,PM2.5,PM10
Unix Time (s UTC),C,mmHg,ppbv,ppbv,ppbv,ppbv,ppbv,ppbv,ug m-3,ug m-3
1580076180.0,20.9,743.1,19.0,0.69,15.3,12.6,1.05,NaN,7.2,11.4
1580076240.0,20.9,743.1,19.1,0.70,15.5,12.6,1.04,NaN,7.2,11.4
1580076300.0,20.9,743.1,19.2,0.71,15.6,12.5,1.04,NaN,7.2,11.3
1580076360.0,20.9,743.0,19.3,0.70,15.7,12.6,1.04,NaN,7.2,11.3
1580076420.0,20.9,743.0,19.3,0.72,15.8,12.8,1.04,NaN,7.2,11.3
1580076480.0,20.9,743.1,19.4,0.74,15.9,12.9,1.04,NaN,7.1,11.2
1580076540.0,20.9,743.2,19.6,0.75,16.1,13.0,1.03,NaN,7.1,11.2
1580076600.0,20.9,743.2,19.8,0.78,16.2,12.8,1.04,NaN,7.1,11.1
1580076660.0,20.9,743.1,20.0,0.79,16.2,12.6,1.04,NaN,7.1,11.0
1580076720.0,20.9,743.1,20.2,0.79,16.2,12.5,1.04,456.6,7.1,11.1
1580076780.0,20.9,743.1,20.3,0.79,16.2,12.5,1.04,461.6,7.2,11.2
1580076840.0,20.9,743.1,20.4,0.81,16.2,12.6,1.03,466.1,7.2,11.2
1580076900.0,20.9,743.1,20.5,0.81,16.3,12.5,1.03,466.9,7.2,11.2
1580076960.0,20.9,743.1,20.6,0.81,16.3,12.7,1.04,469.8,7.2,11.3
1580077020.0,20.9,743.1,20.6,0.82,16.4,13.0,1.04,470.4,7.2,11.2
1580077080.0,20.9,743.1,20.6,0.82,16.4,12.7,1.05,469.9,7.3,11.3
1580077140.0,20.9,743.1,20.7,0.83,16.4,12.9,1.05,467.1,7.3,11.4
1580077200.0,20.9,743.0,20.7,0.84,16.5,12.9,1.06,465.7,7.3,11.4
1580077260.0,20.9,743.0,20.8,0.87,16.6,12.8,1.06,468.4,7.4,11.5
1580077320.0,20.9,742.9,20.9,0.88,16.6,13.0,1.06,470.4,7.4,11.5
1580077380.0,20.9,742.9,20.9,0.88,16.7,13.2,1.07,472.5,7.4,11.5
1580077440.0,20.9,742.9,21.0,0.87,16.7,13.5,1.07,472.9,7.4,11.5
1580077500.0,21.0,742.9,21.0,0.85,16.9,13.6,1.07,472.2,7.4,11.6
1580077560.0,21.0,743.0,21.0,0.83,16.9,13.7,1.07,470.1,7.4,11.6
1580077620.0,21.0,743.0,21.0,0.81,16.9,13.4,1.07,470.1,7.4,11.6
1580077680.0,21.0,743.0,20.9,0.79,16.9,13.2,1.07,472.8,7.4,11.7
1580077740.0,21.0,742.9,20.9,0.76,16.9,13.2,1.07,474.3,7.4,11.7
1580077800.0,21.0,743.0,20.8,0.75,16.9,13.3,1.07,474.1,7.4,11.7
1580077860.0,21.0,743.0,20.9,0.73,16.9,13.6,1.07,471.4,7.4,11.7
1580077920.0,21.0,743.0,20.8,0.70,16.9,13.6,1.07,471.9,7.4,11.6
1580077980.0,21.0,743.0,20.8,0.68,16.9,13.4,1.07,473.1,7.4,11.6
1580078040.0,21.0,743.0,20.8,0.66,16.9,13.5,1.06,474.8,7.4,11.6
1580078100.0,21.0,743.0,20.8,0.67,16.8,13.5,1.06,473.7,7.4,11.6
1580078160.0,21.0,743.0,20.8,0.66,16.8,13.2,1.06,474.0,7.4,11.5
1580078220.0,20.9,743.0,20.7,0.65,16.8,13.3,1.06,474.8,7.4,11.5
1580078280.0,20.9,743.0,20.8,0.64,16.8,13.8,1.06,472.3,7.4,11.5
1580078340.0,20.9,743.0,20.8,0.64,16.8,14.3,1.06,473.7,7.4,11.5
1580078400.0,20.9,743.0,20.8,0.66,16.8,13.9,1.06,472.9,7.5,11.6
1580078460.0,20.9,743.0,20.8,0.67,16.7,13.7,1.05,474.6,7.5,11.6
1580078520.0,20.9,743.0,20.8,0.67,16.7,14.1,1.06,479.6,7.5,11.6
1580078580.0,20.9,743.0,20.7,0.66,16.7,14.3,1.05,478.9,7.5,11.7
1580078640.0,20.9,742.9,20.7,0.65,16.7,14.6,1.05,480.1,7.6,11.7
1580078700.0,20.9,742.8,20.7,0.66,16.7,14.4,1.05,477.1,7.6,11.8
1580078760.0,20.9,742.8,20.7,0.67,16.7,14.3,1.05,471.1,7.6,11.9
1580078820.0,20.9,742.8,20.7,0.65,16.7,14.3,1.06,472.4,7.7,12.0
1580078880.0,20.9,742.8,20.8,0.64,16.7,14.4,1.06,474.0,7.7,12.0
1580078940.0,20.9,742.7,20.8,0.64,16.7,14.4,1.06,478.8,7.7,12.0
1580079000.0,20.9,742.7,20.8,0.63,16.6,14.6,1.06,480.8,7.7,12.0
1580079060.0,20.9,742.6,20.9,0.63,16.6,14.3,1.05,479.8,7.6,11.9
1580079120.0,20.9,742.6,20.9,0.64,16.6,14.5,1.05,479.5,7.6,11.9
1580079180.0,20.9,742.7,20.9,0.64,16.6,14.6,1.06,478.3,7.6,11.8
1580079240.0,20.9,742.6,20.8,0.64,16.6,14.7,1.06,478.0,7.5,11.8
1580079300.0,20.9,742.7,20.8,0.65,16.6,14.9,1.06,476.3,7.5,11.7
1580079360.0,20.9,742.6,20.7,0.65,16.6,14.8,1.06,475.0,7.4,11.6
1580079420.0,20.9,742.6,20.6,0.67,16.5,14.7,1.05,476.2,7.4,11.6
1580079480.0,20.9,742.6,20.6,0.69,16.5,15.0,1.04,478.8,7.4,11.5
1580079540.0,20.9,742.6,20.5,0.69,16.5,15.4,1.03,480.6,7.4,11.5
1580079600.0,20.9,742.6,20.5,0.67,16.4,15.2,1.03,479.8,7.4,11.4
1580079660.0,20.9,742.6,20.4,0.66,16.4,14.8,1.02,477.9,7.4,11.6
1580079720.0,20.9,742.6,20.4,0.65,16.4,15.2,1.02,476.5,7.4,11.6
1580079780.0,20.9,742.6,20.4,0.65,16.4,15.3,1.02,476.8,7.4,11.6
1580079840.0,20.9,742.6,20.4,0.64,16.3,15.3,1.03,480.9,7.4,11.6
1580079900.0,20.9,742.6,20.4,0.62,16.3,15.6,1.03,480.2,7.4,11.6
1580079960.0,20.9,742.6,20.3,0.61,16.2,15.6,1.03,481.7,7.4,11.6
1580080020.0,20.9,742.6,20.3,0.61,16.2,15.7,1.04,484.4,7.4,11.6
1580080080.0,20.9,742.6,20.3,0.61,16.2,15.8,1.04,485.3,7.4,11.6
1580080140.0,20.9,742.6,20.3,0.61,16.2,15.8,1.04,486.3,7.4,11.6
1580080200.0,20.9,742.7,20.3,0.63,16.2,15.5,1.04,481.8,7.3,11.5
1580080260.0,20.9,742.7,20.3,0.66,16.2,15.3,1.04,478.5,7.3,11.4
1580080320.0,20.9,742.7,20.3,0.65,16.2,15.6,1.04,478.7,7.2,11.3
1580080380.0,20.9,742.7,20.3,0.66,16.2,15.9,1.04,482.0,7.2,11.2
1580080440.0,20.9,742.7,20.3,0.65,16.1,15.8,1.04,481.8,7.2,11.1
1580080500.0,20.9,742.7,20.1,0.65,15.7,16.1,1.05,481.3,7.1,11.0
1580080560.0,20.9,742.7,20.1,0.65,15.7,16.2,1.06,476.3,7.1,10.9
1580080620.0,20.9,742.7,20.0,0.65,15.6,16.2,1.07,474.4,7.1,10.9
1580080680.0,20.9,742.7,19.9,0.61,15.5,16.0,1.07,475.5,7.0,10.9
1580080740.0,20.9,742.8,19.8,0.57,15.4,16.0,1.07,476.8,7.0,10.8
1580080800.0,20.9,742.8,19.8,0.57,15.3,16.3,1.06,478.4,7.0,10.8
1580080860.0,21.0,742.7,19.6,0.57,15.3,16.6,1.06,478.3,7.0,10.9
1580080920.0,21.0,742.7,19.5,0.56,15.2,16.8,1.06,475.7,7.0,10.9
1580080980.0,21.0,742.7,19.5,0.56,15.1,16.6,1.07,474.9,7.0,10.9
1580081040.0,21.0,742.7,19.4,0.55,15.0,16.1,1.06,470.0,7.1,11.1
1580081100.0,21.0,742.7,19.3,0.52,15.0,16.1,1.05,467.3,7.1,11.3
1580081160.0,21.0,742.7,19.2,0.52,14.9,16.5,1.05,463.7,7.1,11.5
1580081220.0,21.0,742.7,19.0,0.52,14.9,16.8,1.05,463.8,7.1,11.6
1580081280.0,21.0,742.7,18.9,0.49,14.8,16.6,1.05,462.9,7.2,11.6
1580081340.0,21.0,742.7,18.8,0.48,14.7,16.2,1.05,464.4,7.2,11.6
1580081400.0,21.0,742.7,18.8,0.46,14.7,16.3,1.05,463.0,7.2,11.7
1580081460.0,21.0,742.7,18.7,0.45,14.6,16.7,1.04,463.1,7.2,11.7
1580081520.0,21.0,742.7,18.6,0.44,14.6,16.7,1.03,462.0,7.2,11.7
1580081580.0,21.0,742.7,18.5,0.45,14.5,17.0,1.02,464.3,7.2,11.7
1580081640.0,21.0,742.7,18.5,0.44,14.5,17.2,1.01,468.5,7.2,11.7
1580081700.0,21.0,742.7,18.4,0.43,14.4,16.9,1.01,470.3,7.2,11.4
1580081760.0,21.0,742.7,18.3,0.41,14.4,17.1,1.00,468.1,7.2,11.2
1580081820.0,20.9,742.7,18.3,0.41,14.5,17.1,0.99,464.9,7.1,11.0
1580081880.0,20.9,742.7,18.2,0.43,14.6,16.8,1.00,465.0,7.1,11.0
1580081940.0,20.9,742.7,18.2,0.43,14.6,16.7,0.99,466.2,7.1,11.0
1580082000.0,20.9,742.7,18.2,0.43,14.5,17.0,0.99,465.7,7.1,10.9
1580082060.0,20.9,742.7,18.1,0.42,14.4,16.8,1.00,462.3,7.1,10.9
1580082120.0,20.9,742.7,18.1,0.43,14.4,17.2,1.00,459.4,7.1,10.8
1580082180.0,21.0,742.7,18.1,0.44,14.4,17.5,1.00,459.2,7.1,10.8
1580082240.0,21.0,742.7,18.1,0.44,14.3,17.5,1.00,457.9,7.1,10.7
1580082300.0,21.0,742.8,18.0,0.44,14.2,17.5,1.01,457.1,7.1,10.8
1580082360.0,21.0,742.8,18.0,0.42,14.2,17.1,1.02,455.1,7.1,10.8
1580082420.0,21.0,742.8,17.9,0.40,14.2,16.9,1.03,455.0,7.1,10.8
1580082480.0,20.9,742.8,17.9,0.40,14.2,17.0,1.04,455.7,7.1,10.9
1580082540.0,20.9,743.0,17.8,0.41,14.3,17.1,1.05,456.2,7.1,10.9
1580082600.0,20.9,743.0,17.8,0.39,14.2,16.7,1.05,455.1,7.2,10.9
1580082660.0,20.9,743.0,17.8,0.39,14.2,16.6,1.05,453.8,7.1,10.9
1580082720.0,20.9,742.9,17.7,0.39,14.2,17.2,1.05,451.5,7.1,10.9
1580082780.0,20.9,742.9,17.7,0.39,14.2,17.6,1.05,452.1,7.1,10.9
1580082840.0,20.9,742.9,17.7,0.40,14.3,17.5,1.05,453.5,7.1,10.8
1580082900.0,20.9,743.0,17.7,0.41,14.3,17.1,1.05,455.2,7.1,10.8
1580082960.0,20.9,743.0,17.8,0.40,14.4,16.9,1.05,453.3,7.0,10.6
1580083020.0,20.9,743.0,17.8,0.40,14.5,17.1,1.05,453.1,7.0,10.6
1580083080.0,20.9,743.0,17.9,0.41,14.5,16.6,1.06,452.7,7.0,10.5
1580083140.0,20.9,743.0,18.0,0.42,14.6,16.2,1.06,NaN,6.9,10.4
